Source,Target,Distance
57,2221,games
122,186,computers
103,1759,clothing
36,2227,games
66,1360,movies
35,868,sports
99,97,clothing
111,1016,clothing
13,755,sports
18,1874,clothing
66,1315,movies
27,820,games
136,2343,movies
44,935,movies
74,2132,fashion
22,844,fashion
99,277,hardware
54,1163,fashion
122,186,hardware
51,448,computers
18,1958,hardware
103,2142,movies
9,1300,sports
129,2340,clothing
85,1403,hardware
114,1581,sports
59,2029,computers
59,439,clothing
11,390,hardware
121,1946,sports
130,2182,fashion
18,121,fashion
59,1480,hardware
137,404,clothing
35,807,fashion
35,2127,computers
148,1044,sports
141,1477,sports
108,375,movies
35,2146,hardware
57,2285,fashion
18,934,movies
59,1480,games
70,420,computers
141,1477,clothing
74,915,fashion
77,343,computers
94,333,hardware
2,261,games
99,1602,computers
2,1337,clothing
72,1484,hardware
9,371,hardware
35,701,movies
35,2127,sports
74,2132,clothing
59,801,computers
20,1806,movies
63,585,games
86,689,computers
54,243,fashion
114,2128,clothing
99,277,computers
85,1403,sports
123,1634,computers
54,1042,clothing
94,1206,sports
109,2293,clothing
8,1024,sports
110,1719,games
64,1017,games
95,2346,games
69,34,hardware
59,867,games
35,1226,games
142,231,games
84,403,games
69,1162,movies
39,1880,clothing
126,531,games
99,1,games
22,1717,sports
8,1816,clothing
53,1059,games
130,1146,fashion
64,564,computers
69,34,clothing
28,1465,games
59,2355,sports
39,1880,games
53,881,movies
126,1803,hardware
136,2343,computers
39,1624,fashion
9,430,computers
103,2142,games
77,1457,hardware
53,767,clothing
111,1016,games
137,1957,electronics
72,1484,computers
59,2133,fashion
74,62,movies
97,1609,games
75,1525,clothing
11,1114,clothing
99,2032,clothing
64,2084,hardware
94,352,games
84,1945,computers
111,388,games
53,1863,games
77,343,sports
39,1624,sports
75,253,hardware
104,2209,clothing
70,943,movies
13,1555,clothing
124,168,sports
35,740,hardware
99,1602,movies
111,2081,sports
104,2174,fashion
74,62,hardware
35,2229,computers
74,1270,hardware
152,2269,hardware
148,1125,fashion
93,1489,games
109,1019,games
27,1935,sports
51,810,movies
64,846,electronics
115,1369,clothing
9,1652,sports
72,717,movies
82,663,clothing
54,243,electronics
72,1264,games
93,508,sports
35,807,clothing
9,1300,computers
36,2161,fashion
77,751,computers
85,84,fashion
11,1155,clothing
59,801,clothing
22,1022,games
20,1806,sports
127,150,computers
138,957,clothing
8,1241,computers
99,1804,fashion
127,2241,clothing
99,97,games
11,1155,clothing
8,464,computers
59,439,movies
64,1367,clothing
72,1856,clothing
59,1480,games
99,1,computers
97,1103,hardware
8,1241,fashion
13,1072,games
94,896,computers
13,271,movies
27,1892,computers
99,1744,movies
117,1249,fashion
95,436,hardware
85,1403,fashion
22,90,computers
133,2365,games
22,1022,fashion
69,1162,computers
132,66,fashion
94,352,clothing
22,233,fashion
35,1226,computers
136,2343,sports
84,1404,computers
70,943,automotive
71,1093,automotive
115,1369,hardware
20,1806,movies
35,2146,games
11,1155,computers
117,973,computers
22,1717,clothing
112,977,hardware
20,1384,computers
140,579,hardware
116,711,electronics
138,957,clothing
54,178,computers
25,2216,electronics
99,97,games
54,770,movies
105,1760,movies
103,2142,electronics
70,1516,hardware
133,2365,movies
13,2208,games
72,715,computers
28,1465,games
11,2222,movies
123,1634,games
39,210,computers
97,649,games
103,1759,games
112,1434,movies
64,1089,sports
27,471,games
25,643,clothing
66,2281,fashion
115,1369,computers
51,448,hardware
111,388,games
99,2032,electronics
35,400,movies
112,1434,clothing
13,1555,movies
94,741,clothing
136,2295,automotive
18,970,sports
94,896,movies
132,66,clothing
154,996,clothing
53,769,hardware
51,143,hardware
66,736,clothing
127,2241,computers
84,1945,sports
72,1307,electronics
97,649,computers
27,1065,automotive
63,590,hardware
90,1972,computers
75,1771,computers
124,887,clothing
137,256,fashion
70,561,hardware
108,375,hardware
64,708,games
27,856,computers
84,403,hardware
18,970,fashion
142,971,hardware
94,333,sports
126,531,movies
9,1300,games
120,1579,games
9,1277,electronics
66,426,games
53,767,clothing
59,2355,movies
70,1521,computers
105,1760,movies
109,1019,clothing
18,1948,sports
57,2221,games
85,864,computers
74,2090,clothing
18,1948,fashion
20,1806,movies
112,977,electronics
9,1652,fashion
74,367,clothing
25,643,clothing
35,2127,hardware
11,1260,computers
93,508,movies
128,1090,hardware
130,397,electronics
84,403,automotive
104,1615,movies
51,1485,electronics
44,935,clothing
111,191,computers
13,271,electronics
121,1837,hardware
74,1270,fashion
18,1064,sports
22,1022,games
77,751,clothing
111,1422,movies
124,1537,fashion
51,1318,movies
82,2361,sports
54,1042,fashion
84,997,games
35,2199,fashion
93,2230,sports
137,404,fashion
110,1719,movies
11,2222,electronics
148,1125,computers
128,1090,fashion
44,935,games
77,1989,games
78,2254,fashion
35,868,fashion
84,2244,games
111,388,electronics
99,1602,fashion
22,1022,games
57,2221,sports
59,931,fashion
104,1615,games
127,1734,electronics
75,358,clothing
9,21,games
39,2113,fashion
128,1111,sports
94,333,clothing
127,150,games
72,765,games
25,2216,clothing
22,1717,computers
64,1017,games
44,827,hardware
9,559,fashion
11,390,fashion
78,2254,sports
71,1697,movies
9,430,electronics
100,2092,sports
104,2209,games
103,1759,sports
77,595,clothing
93,417,sports
32,1120,fashion
133,2365,hardware
13,755,movies
2,1337,computers
57,542,computers
99,2212,games
84,403,computers
35,861,hardware
35,1226,games
63,1690,clothing
124,1636,fashion
35,941,games
9,1300,computers
75,65,computers
18,934,movies
39,2113,fashion
27,221,movies
133,2365,fashion
13,1623,games
36,1953,hardware
35,740,fashion
100,2306,games
36,1953,hardware
104,1495,fashion
53,2139,sports
75,253,clothing
135,923,fashion
97,1609,games
119,2356,fashion
20,1145,computers
133,1136,movies
75,1771,clothing
57,542,automotive
104,2209,games
32,1815,movies
64,1017,movies
116,721,clothing
35,807,sports
105,399,sports
111,1338,games
22,844,clothing
32,1120,sports
66,1315,clothing
77,343,sports
75,1771,sports
94,896,fashion
9,371,fashion
35,2229,hardware
35,861,electronics
44,1926,hardware
93,417,computers
93,417,games
18,1005,movies
61,1645,clothing
44,827,fashion
116,498,automotive
13,1072,computers
148,1125,clothing
51,1393,movies
142,231,computers
18,374,computers
59,2355,clothing
27,2073,movies
70,1516,games
71,1093,games
124,1537,movies
135,1069,computers
74,1270,computers
53,1863,fashion
35,740,computers
72,1856,computers
36,2161,computers
71,1093,automotive
59,1480,hardware
133,347,games
142,971,sports
2,624,fashion
54,1163,sports
39,1624,games
35,861,movies
25,357,movies
32,1815,games
9,430,clothing
53,670,electronics
53,769,hardware
13,1623,computers
53,1863,electronics
57,306,automotive
8,464,hardware
111,388,clothing
146,2259,sports
119,2356,sports
78,2254,games
72,497,sports
135,1011,electronics
53,2139,hardware
75,1525,computers
11,1155,sports
72,455,electronics
9,1300,clothing
113,1911,movies
109,1019,games
72,1307,computers
111,1016,electronics
27,820,hardware
61,1471,sports
115,1000,hardware
61,1471,clothing
63,462,fashion
72,765,hardware
11,1155,movies
93,2230,sports
115,1000,clothing
70,1516,fashion
57,1320,computers
85,864,clothing
51,2030,clothing
110,236,clothing
97,1103,automotive
97,1103,automotive
71,113,clothing
22,985,games
28,1465,movies
35,1226,sports
78,13,electronics
25,2216,hardware
53,767,computers
135,1069,games
99,277,movies
64,1997,games
99,2368,electronics
11,1260,games
35,305,fashion
36,1953,computers
44,1926,electronics
39,1624,hardware
66,12,fashion
64,1017,games
78,13,sports
97,1522,clothing
99,2212,sports
63,1690,games
54,243,fashion
35,807,computers
64,1089,fashion
121,1937,clothing
35,279,movies
135,923,computers
22,415,clothing
106,530,fashion
18,1874,movies
32,1273,fashion
129,2340,games
9,1027,fashion
8,1024,clothing
51,1765,games
126,1803,games
51,1485,sports
130,397,hardware
130,397,computers
85,936,electronics
141,1477,movies
148,1125,games
115,1886,hardware
85,936,fashion
85,84,hardware
99,97,fashion
27,1935,clothing
85,1403,sports
110,1719,games
123,1991,electronics
59,867,sports
75,253,automotive
53,1538,clothing
111,1338,games
27,856,sports
117,1249,electronics
123,1190,electronics
72,1484,electronics
128,1111,hardware
36,1001,automotive
146,2259,clothing
72,765,computers
35,279,computers
74,1270,computers
115,1369,sports
51,1485,sports
111,855,games
35,740,electronics
111,1016,games
116,498,hardware
36,1953,fashion
104,2209,electronics
22,415,electronics
36,1001,clothing
61,1645,computers
9,1652,sports
69,34,games
130,397,computers
63,212,fashion
64,1997,automotive
121,1937,electronics
112,1434,fashion
36,1001,sports
114,1581,fashion
71,1093,games
75,1525,sports
32,1273,clothing
124,168,fashion
35,1226,clothing
13,2208,clothing
129,1527,movies
78,2254,fashion
78,1769,computers
109,2293,sports
93,2230,clothing
27,1065,clothing
64,846,fashion
84,2218,games
135,1087,games
18,934,sports
22,208,sports
72,1370,sports
99,1,games
20,1806,fashion
72,1201,fashion
63,83,electronics
36,1001,computers
122,1809,sports
59,867,clothing
20,286,clothing
59,439,computers
99,1744,clothing
71,113,games
39,1624,movies
22,415,sports
110,1657,electronics
163,1382,clothing
129,2340,computers
54,1026,fashion
93,417,games
63,462,hardware
54,1026,electronics
71,1161,games
94,352,computers
72,1370,games
85,309,hardware
82,663,fashion
20,355,clothing
57,306,computers
72,1370,movies
18,1064,computers
74,915,sports
18,374,computers
61,409,movies
100,2092,fashion
54,1042,clothing
63,585,clothing
82,663,hardware
133,1136,clothing
22,1782,sports
85,84,clothing
127,2241,games
90,808,fashion
141,1477,clothing
61,1645,electronics
82,1811,clothing
71,1520,computers
114,2128,games
126,1803,computers
53,1863,hardware
82,365,sports
115,1886,games
13,1072,clothing
66,12,clothing
13,1072,electronics
35,2199,computers
27,856,clothing
133,1136,movies
146,2259,clothing
127,1734,movies
66,2281,electronics
84,403,sports
100,2306,sports
44,935,clothing
84,403,hardware
72,717,hardware
127,2241,movies
104,1615,fashion
64,1997,fashion
78,1821,sports
124,1537,fashion
93,2230,sports
35,740,games
35,868,fashion
77,751,hardware
57,306,games
106,530,computers
130,397,fashion
39,1624,hardware
115,1886,sports
44,1926,computers
142,231,movies
36,2227,electronics
25,2216,fashion
71,1093,fashion
11,1114,computers
53,1059,fashion
110,1719,fashion
77,1457,sports
85,309,hardware
111,1016,clothing
63,1690,clothing
103,2142,clothing
57,542,computers
27,611,computers
22,76,games
97,1609,sports
78,2254,sports
8,464,fashion
95,2346,games
64,1544,sports
135,923,electronics
72,1201,fashion
54,243,movies
90,808,electronics
126,531,computers
35,2229,hardware
72,715,fashion
66,2281,computers
59,1480,electronics
156,799,clothing
57,306,computers
54,1042,electronics
27,2073,sports
128,1111,movies
51,2030,movies
129,1527,computers
115,1886,computers
11,969,sports
132,66,hardware
71,1093,games
71,113,electronics
103,748,computers
44,1926,fashion
74,2090,computers
64,1089,clothing
148,1044,movies
105,399,fashion
63,212,computers
22,208,sports
53,670,computers
72,1201,sports
44,827,hardware
66,1721,games
97,2152,hardware
72,497,hardware
82,1214,games
64,1997,computers
105,1760,clothing
27,1329,computers
124,1636,hardware
20,355,electronics
104,1615,hardware
71,1161,electronics
72,497,games
11,1155,movies
8,1241,fashion
72,1307,fashion
9,430,computers
27,1329,clothing
64,2009,games
93,508,games
121,1946,computers
111,2081,electronics
59,2355,clothing
27,1329,sports
93,508,games
93,417,hardware
22,233,hardware
99,277,clothing
63,1548,electronics
75,253,movies
63,1548,clothing
35,861,clothing
86,689,hardware
18,1005,games
39,210,sports
94,333,clothing
94,741,fashion
77,595,sports
51,448,electronics
66,2281,fashion
156,799,computers
127,2241,hardware
93,2177,games
18,1958,computers
20,1145,computers
74,62,sports
131,1835,fashion
27,2073,sports
20,1806,movies
94,1535,computers
8,1889,sports
86,1732,clothing
25,1807,computers
63,462,computers
63,590,computers
2,624,games
53,1059,clothing
51,1485,fashion
22,90,computers
35,2243,hardware
2,261,games
64,2084,clothing
22,1717,games
57,306,automotive
8,2383,clothing
59,2133,movies
99,277,clothing
86,688,fashion
64,2009,clothing
111,1422,hardware
106,530,fashion
100,2306,clothing
53,1863,sports
51,1765,hardware
53,1059,movies
121,1946,clothing
22,157,games
25,1807,hardware
72,715,sports
61,1085,electronics
57,306,movies
13,2208,movies
72,1856,hardware
133,1136,computers
2,1450,clothing
2,1337,games
54,178,computers
84,1945,hardware
78,1821,sports
22,1717,computers
129,1527,computers
9,430,games
154,996,computers
111,1681,computers
63,462,fashion
84,2218,electronics
11,1260,computers
126,531,automotive
121,1837,automotive
59,931,automotive
72,1201,fashion
85,84,clothing
51,726,games
35,807,clothing
72,455,hardware
84,997,computers
8,1889,fashion
131,1835,games
93,2177,clothing
103,2142,electronics
59,1480,clothing
86,689,hardware
127,1734,hardware
35,868,fashion
22,415,electronics
54,1042,clothing
90,1639,clothing
53,767,computers
66,1721,automotive
84,997,games
22,415,clothing
97,649,computers
126,531,computers
64,1567,fashion
137,256,computers
72,1294,games
103,2142,movies
97,1522,fashion
54,2379,fashion
122,186,hardware
66,2281,fashion
130,1146,movies
36,1001,sports
13,755,games
27,611,computers
51,143,sports
70,1521,games
35,861,computers
51,143,hardware
59,2355,clothing
84,1945,clothing
94,352,fashion
66,426,electronics
66,426,sports
97,1756,fashion
74,62,clothing
77,343,movies
75,1525,computers
72,1484,computers
51,810,movies
84,1404,sports
78,2254,sports
127,2241,movies
51,1485,hardware
121,1915,hardware
22,90,electronics
137,404,clothing
84,1279,electronics
97,1103,computers
124,1636,movies
54,1321,hardware
35,2127,electronics
27,820,sports
35,861,sports
97,1609,games
99,2032,games
72,2000,clothing
53,1863,computers
51,1765,fashion
64,2084,movies
57,2221,electronics
9,1143,clothing
22,233,clothing
84,2244,games
27,856,sports
20,286,clothing
9,1300,clothing
22,985,games
9,559,computers
105,1760,fashion
51,810,games
64,2084,clothing
18,934,hardware
138,957,computers
61,409,computers
90,1639,hardware
72,1484,games
130,397,automotive
133,2365,electronics
103,2142,fashion
103,1759,fashion
99,2368,games
72,1484,computers
59,439,automotive
54,770,sports
77,2386,movies
104,1495,computers
35,2199,movies
94,741,hardware
100,1793,hardware
25,643,hardware
11,1260,clothing
105,399,games
54,2379,hardware
36,1001,computers
59,2029,computers
18,1205,games
57,2285,fashion
27,471,fashion
54,2379,movies
11,1114,games
97,412,computers
94,333,clothing
64,504,games
35,2243,electronics
51,810,electronics
82,663,hardware
64,2084,games
9,1091,games
163,1382,games
11,969,movies
117,1249,computers
27,382,games
8,1889,games
111,1338,clothing
118,38,games
20,1145,hardware
74,1270,computers
51,2030,sports
22,1022,fashion
11,1155,movies
18,374,hardware
22,1717,computers
20,1145,movies
105,399,clothing
8,1816,fashion
53,1740,clothing
127,2241,movies
20,286,games
112,977,computers
54,1321,clothing
72,1294,fashion
8,1816,games
95,2346,fashion
134,1055,computers
116,711,hardware
53,1863,games
20,1384,clothing
39,1624,hardware
72,2000,hardware
72,1484,computers
59,1480,computers
104,1615,clothing
64,1017,clothing
124,1636,movies
135,1069,hardware
64,1588,fashion
84,2218,clothing
13,1362,sports
51,1318,hardware
64,564,electronics
13,1373,clothing
124,887,clothing
94,1206,electronics
111,388,computers
32,1120,sports
74,915,electronics
85,84,games
93,508,computers
20,36,hardware
51,2030,games
72,1484,movies
99,2212,fashion
128,1111,computers
32,1120,sports
51,1393,hardware
63,1548,clothing
104,2174,computers
77,595,clothing
109,1019,computers
36,1001,fashion
100,1954,movies
13,1362,sports
27,1065,clothing
84,1279,clothing
72,1201,fashion
57,2221,clothing
147,1894,electronics
74,367,sports
75,358,games
105,1760,movies
54,1042,computers
51,1049,clothing
64,1089,clothing
129,2340,games
129,2340,games
84,2244,hardware
20,1384,games
35,740,computers
111,2081,fashion
22,1717,movies
27,856,clothing
57,1320,clothing
18,374,clothing
72,717,movies
36,445,games
133,347,fashion
106,530,games
154,996,games
99,2368,games
124,168,movies
27,1329,games
61,1471,movies
35,740,computers
35,701,movies
97,1640,sports
63,1548,clothing
36,1001,sports
115,1369,computers
149,2299,computers
9,21,electronics
27,2073,hardware
114,2128,clothing
99,2212,hardware
72,455,games
115,1000,sports
11,1155,computers
72,2000,computers
133,2365,fashion
86,688,movies
114,1581,clothing
77,751,computers
22,844,games
54,1042,games
51,726,sports
57,542,sports
59,867,computers
53,1740,fashion
147,1894,clothing
20,1145,clothing
90,808,automotive
163,1382,clothing
25,1333,automotive
22,76,hardware
72,715,games
86,1732,clothing
72,455,games
51,1393,sports
27,221,computers
13,755,computers
9,1300,electronics
72,715,hardware
72,715,electronics
154,996,games
9,1091,games
13,1555,fashion
120,1210,hardware
116,498,automotive
63,462,electronics
84,154,games
121,1937,fashion
57,306,clothing
147,1262,movies
93,417,games
8,1024,sports
11,1155,computers
25,1807,sports
75,253,automotive
18,970,games
84,2218,hardware
82,1546,fashion
148,1125,games
53,1059,hardware
22,233,computers
35,2127,fashion
105,399,electronics
122,1809,computers
121,2205,computers
100,1793,movies
63,1690,movies
94,1535,computers
99,1804,hardware
123,1991,clothing
137,1957,computers
84,244,movies
84,1404,hardware
77,595,movies
94,741,movies
61,1645,games
99,1,clothing
61,409,computers
141,1477,hardware
20,355,fashion
108,375,sports
22,233,games
64,1544,fashion
94,741,computers
66,426,games
32,1273,computers
72,765,hardware
53,670,automotive
124,168,games
84,1945,computers
18,970,computers
106,530,games
22,157,movies
18,934,games
59,801,games
27,820,automotive
130,2182,games
18,1948,movies
82,365,computers
35,2127,sports
77,343,computers
74,367,computers
18,1958,sports
141,1477,hardware
22,233,electronics
115,1886,automotive
108,1444,hardware
142,1504,games
64,1544,clothing
70,1521,computers
18,1958,fashion
135,1011,clothing
72,765,movies
54,1163,hardware
97,1522,computers
25,2216,fashion
64,504,electronics
84,997,games
129,2340,games
121,1837,clothing
27,221,computers
141,1477,movies
64,1157,games
84,154,sports
72,1201,computers
8,1889,computers
59,1480,fashion
36,1953,sports
74,1270,fashion
11,1155,sports
66,473,computers
154,1583,clothing
18,121,electronics
53,769,computers
59,2029,hardware
106,530,computers
121,1946,games
74,2132,sports
117,973,clothing
8,464,movies
82,365,sports
104,1615,movies
35,1226,movies
54,1163,clothing
8,464,fashion
36,127,computers
11,390,fashion
85,936,clothing
66,473,fashion
18,1948,hardware
59,931,games
64,68,clothing
63,212,hardware
20,36,electronics
86,689,clothing
99,2032,games
54,1436,sports
75,1525,games
51,726,computers
11,390,games
35,400,hardware
13,2208,games
54,1163,electronics
78,1821,sports
129,2340,games
85,936,movies
64,504,computers
36,1953,clothing
20,36,games
94,352,sports
63,585,sports
104,2174,computers
64,1017,automotive
99,2278,games
84,1279,hardware
129,2340,fashion
146,2303,sports
77,343,games
35,400,clothing
64,1367,clothing
129,1527,hardware
104,2174,computers
66,2281,games
93,1489,hardware
53,2139,clothing
54,178,clothing
9,430,clothing
13,271,automotive
104,2209,games
111,388,games
36,1001,automotive
146,2303,computers
97,412,fashion
20,36,games
147,1894,automotive
132,1936,computers
108,375,fashion
117,973,clothing
13,1373,games
59,2355,games
59,2029,hardware
84,1945,sports
149,2299,fashion
84,154,fashion
100,1793,computers
110,1719,clothing
113,1911,electronics
9,1027,sports
133,347,computers
9,1652,hardware
64,1567,games
82,1811,games
71,113,games
63,585,electronics
61,1471,fashion
59,867,computers
137,404,fashion
59,439,clothing
70,1516,fashion
35,400,clothing
105,1760,games
84,244,computers
22,76,games
85,309,movies
22,1022,computers
20,1123,sports
72,1307,electronics
130,2182,games
8,2383,clothing
63,585,fashion
32,1273,sports
13,1623,computers
134,1055,games
27,856,sports
86,688,computers
20,29,fashion
133,1136,games
156,799,clothing
104,754,movies
35,740,computers
22,415,clothing
20,286,movies
132,1936,automotive
39,1624,games
51,810,computers
116,498,hardware
57,306,automotive
27,471,fashion
93,2177,clothing
9,1652,hardware
84,244,games
111,1422,hardware
74,2132,clothing
51,1485,clothing
44,1926,hardware
104,1615,fashion
54,178,computers
64,846,electronics
112,977,hardware
94,896,electronics
59,867,sports
97,649,computers
27,611,clothing
108,1444,fashion
94,741,computers
63,212,fashion
64,504,computers
39,210,sports
85,864,movies
8,464,computers
99,1,computers
100,1954,games
108,1444,movies
78,2254,games
135,1087,electronics
100,2306,games
136,2343,sports
108,375,computers
104,1495,movies
94,333,computers
66,426,games
20,355,games
148,1125,hardware
59,1480,fashion
70,561,sports
112,1434,games
61,1471,hardware
36,445,computers
22,415,clothing
13,755,hardware
135,1087,hardware
35,2229,sports
100,2306,sports
121,1837,clothing
22,76,movies
104,2209,games
2,261,sports
118,38,fashion
35,941,clothing
72,1307,hardware
142,231,clothing
51,810,computers
134,1055,hardware
100,1793,sports
122,1730,fashion
131,1835,movies
54,1026,movies
74,915,games
138,957,clothing
72,765,computers
74,2090,hardware
13,1555,computers
99,2032,computers
84,1404,fashion
20,29,electronics
54,2379,hardware
11,1114,clothing
13,1373,fashion
124,887,games
86,688,computers
2,1337,sports
72,1201,fashion
104,2174,hardware
54,2379,movies
53,670,sports
51,448,sports
18,1874,sports
22,844,movies
54,1026,electronics
36,127,games
74,367,automotive
123,1991,games
123,1190,movies
95,436,fashion
57,1320,computers
124,1537,electronics
64,708,fashion
103,2142,fashion
64,708,movies
18,934,sports
147,1894,computers
136,2295,electronics
72,1307,electronics
124,1537,fashion
133,347,games
53,1687,clothing
84,244,fashion
75,358,sports
66,426,clothing
13,755,clothing
27,2073,hardware
53,769,clothing
111,1681,games
59,801,sports
27,611,games
148,1125,games
9,1027,sports
2,1337,electronics
85,864,games
154,996,hardware
51,448,clothing
111,1422,games
74,367,fashion
72,717,automotive
11,2222,fashion
64,2009,sports
51,448,electronics
82,1546,games
13,1362,clothing
74,915,clothing
71,1697,games
142,1504,sports
70,1516,computers
75,1525,clothing
86,1836,computers
97,649,movies
75,65,games
20,36,movies
66,1315,clothing
97,649,computers
59,2133,sports
135,1011,clothing
25,2216,sports
85,864,computers
59,801,electronics
18,970,sports
70,943,clothing
20,1801,clothing
85,936,clothing
66,12,hardware
25,1333,computers
70,561,clothing
44,1926,hardware
99,1744,sports
59,2355,movies
13,1555,hardware
18,1064,computers
71,1093,fashion
39,1880,electronics
54,1163,games
2,1450,clothing
13,755,hardware
72,1264,movies
35,2199,automotive
64,68,sports
75,65,games
121,2205,electronics
94,1206,games
2,1450,clothing
11,1155,games
53,881,computers
20,36,sports
74,62,hardware
39,1624,sports
71,1161,movies
71,1093,sports
64,1544,computers
54,1042,games
59,439,clothing
44,827,clothing
18,1658,computers
78,13,fashion
84,244,movies
147,1262,sports
154,996,games
2,1450,games
66,426,movies
54,1436,movies
118,38,games
22,157,sports
85,2359,clothing
146,2303,electronics
18,1948,clothing
32,1273,hardware
72,2000,fashion
95,436,automotive
64,1017,sports
85,1403,hardware
97,1640,hardware
64,1997,sports
136,2343,fashion
84,2244,automotive
75,65,clothing
70,1770,games
11,390,fashion
115,1886,clothing
53,881,sports
44,935,fashion
147,1262,clothing
97,412,sports
156,799,games
109,1379,sports
135,1011,games
72,765,games
111,191,games
82,1546,hardware
85,2359,clothing
54,1321,games
35,305,automotive
94,741,hardware
51,1049,games
90,808,sports
66,426,movies
66,1315,electronics
99,1804,computers
53,767,fashion
74,2132,electronics
99,1,computers
110,236,automotive
137,404,clothing
18,1958,movies
64,564,sports
54,1163,sports
66,473,computers
9,371,computers
82,2190,electronics
9,1027,computers
86,1836,fashion
132,1936,sports
64,1567,fashion
9,1300,hardware
9,371,fashion
119,1512,movies
20,1801,movies
64,1544,sports
13,1623,games
72,717,computers
146,2259,movies
18,1658,clothing
115,1886,automotive
124,168,clothing
70,420,fashion
51,1049,fashion
64,2009,movies
140,134,computers
51,726,fashion
72,1370,movies
53,2139,sports
126,531,clothing
132,66,computers
64,564,sports
142,1504,hardware
90,1530,clothing
51,810,movies
82,1214,automotive
128,1111,fashion
93,2177,electronics
13,755,movies
8,1241,fashion
97,1609,electronics
110,1657,clothing
86,688,movies
70,420,movies
66,473,hardware
51,1765,games
130,397,automotive
20,1123,automotive
124,168,fashion
77,2386,clothing
72,1856,sports
51,1485,hardware
39,1880,clothing
136,2295,games
22,844,games
124,168,computers
22,208,computers
131,1835,clothing
77,1457,movies
22,1782,computers
111,388,movies
18,121,computers
124,1636,clothing
110,1657,movies
20,29,movies
54,1163,fashion
75,358,clothing
123,1991,movies
70,420,sports
54,1026,hardware
133,347,electronics
54,1026,computers
75,1525,clothing
18,934,sports
74,2132,computers
129,2340,computers
35,861,fashion
72,1294,hardware
70,420,hardware
13,1373,computers
18,970,clothing
115,1369,clothing
110,1657,movies
104,1615,movies
94,1535,hardware
85,309,automotive
84,997,sports
36,445,sports
53,769,clothing
86,688,fashion
97,2152,computers
103,1759,clothing
126,531,fashion
108,1444,electronics
100,2306,hardware
121,1837,fashion
22,90,computers
70,1521,electronics
39,1624,sports
109,1019,fashion
11,390,sports
18,934,movies
13,1373,computers
13,1362,electronics
11,222,clothing
13,1373,movies
59,931,computers
116,498,electronics
64,1017,movies
154,1583,hardware
128,1111,computers
63,585,games
74,367,fashion
99,1,hardware
110,1719,sports
64,1157,computers
110,1657,fashion
122,2236,movies
94,1966,fashion
8,1885,hardware
117,1249,sports
13,1373,movies
18,374,clothing
84,2244,clothing
124,168,games
22,157,movies
124,1636,sports
94,741,computers
11,222,automotive
99,1744,computers
97,649,sports
72,1484,computers
116,498,hardware
129,1527,fashion
113,1911,automotive
78,1821,games
137,1957,hardware
53,1687,games
116,721,games
32,2271,electronics
75,65,computers
131,10,computers
77,1989,movies
124,887,clothing
53,1863,hardware
86,1836,movies
61,409,movies
35,740,games
117,973,clothing
77,1989,computers
20,1145,hardware
18,1658,electronics
111,388,clothing
77,1457,sports
59,931,games
53,1059,electronics
36,1001,hardware
64,564,electronics
103,1759,sports
66,473,games
18,1658,automotive
94,1206,computers
99,2278,games
132,66,games
77,1457,fashion
77,2386,electronics
64,846,clothing
104,1615,games
104,1495,fashion
51,1485,movies
63,462,clothing
72,497,automotive
99,1,games
66,426,movies
123,1190,automotive
141,1477,games
122,186,fashion
18,934,clothing
85,309,fashion
137,1957,sports
59,867,electronics
66,473,movies
35,807,games
82,1214,computers
109,1379,clothing
77,751,sports
99,1,fashion
63,83,computers
85,84,clothing
121,1837,sports
20,1806,electronics
27,820,computers
35,400,fashion
27,611,computers
77,2248,games
116,711,sports
84,1945,clothing
142,971,hardware
53,1863,automotive
64,504,electronics
64,926,hardware
94,741,computers
86,1732,clothing
53,1863,sports
121,2205,electronics
57,1320,fashion
90,808,computers
153,984,clothing
117,1249,movies
27,471,computers
85,2359,games
142,971,games
54,1436,computers
11,1155,computers
121,1937,computers
28,1465,hardware
136,2295,games
27,856,clothing
35,2243,electronics
140,134,movies
78,2254,electronics
119,1512,games
54,770,clothing
99,1744,sports
90,1639,computers
82,1546,automotive
94,896,games
32,2271,clothing
57,1320,games
13,1362,movies
44,935,movies
104,2209,movies
71,113,fashion
54,2379,sports
13,271,movies
35,2243,fashion
133,347,clothing
27,820,fashion
51,1318,electronics
22,1022,computers
142,1504,hardware
110,1719,computers
39,1624,movies
57,306,clothing
64,2009,electronics
84,154,computers
140,579,hardware
84,2218,sports
57,306,computers
77,595,hardware
115,1000,computers
112,1434,electronics
39,2113,games
22,985,computers
95,436,computers
84,1404,automotive
35,861,sports
64,926,hardware
51,1765,sports
77,343,clothing
20,36,sports
28,1465,computers
64,926,computers
13,1373,clothing
111,1016,movies
117,973,games
63,590,clothing
108,1444,clothing
72,1201,clothing
35,400,clothing
64,1017,games
27,382,hardware
27,856,hardware
51,1765,sports
13,1555,sports
22,233,hardware
113,1911,computers
59,867,games
70,1770,computers
86,1836,electronics
82,2361,sports
78,1821,automotive
20,1145,movies
106,530,movies
74,2090,fashion
117,1574,movies
9,430,electronics
132,1936,computers
9,1143,sports
20,29,clothing
22,208,movies
22,76,automotive
51,143,games
59,931,hardware
71,1161,hardware
112,977,games
74,1270,clothing
51,1485,clothing
22,1022,clothing
84,997,sports
35,868,automotive
90,808,computers
63,585,games
